fidx,alpha,embedding,kernel_index,kernel_id,dilation,threshold,triplet_str,kernel_str
222,0.005334442,0.15563476,58,K58,96,0.037354185,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
223,-7.15E-05,0.5423513,63,K63,64,0.045112976,2|7|8,"[-1,-1,2,-1,-1,-1,-1,2,2]"
224,-0.001459461,0.9999121,82,K82,16,0.270826353,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
225,-8.44E-05,0.442192,60,K60,48,-0.169552063,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
226,1.31E-05,0.6519698,82,K82,192,-0.034784252,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
227,-0.006151821,0.047246147,83,K83,128,0.152180086,6|7|8,"[-1,-1,-1,-1,-1,-1,2,2,2]"
228,-8.70E-05,0.46441284,82,K82,256,-0.098137037,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
229,0.000933841,0.7588849,21,K21,16,0.334357761,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
230,-0.000563812,0.4071114,47,K47,32,0.236819916,1|6|8,"[-1,2,-1,-1,-1,-1,2,-1,2]"
231,0.000323014,0.5368347,33,K33,16,0.013637548,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
232,-0.001101105,0.95799226,72,K72,96,-0.03572771,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
233,8.74E-05,0.44294992,31,K31,16,0.01753003,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
234,0.001603126,0.5823206,16,K16,96,0.085883601,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
235,-0.000768108,0.11540732,48,K48,192,-0.461141429,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
236,0.000168891,0.5472168,33,K33,16,-0.301277797,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
237,-0.002594498,0.92779255,4,K04,192,-0.183030189,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
238,-0.001132923,0.42576623,80,K80,96,-0.1989875,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
239,-0.00064562,0.7935376,66,K66,4,-0.149874317,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
240,-0.005747737,0.15920518,59,K59,32,-0.144323284,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
241,-0.00043651,0.43558627,61,K61,192,0.017577568,2|6|7,"[-1,-1,2,-1,-1,-1,2,2,-1]"
242,-0.004494448,0.978192,48,K48,96,-0.081369204,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
243,-0.004420025,0.20087458,7,K07,4,0.076596311,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
244,0.00080541,0.53943676,43,K43,2,0.069975677,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
245,-0.002670681,0.91092956,59,K59,96,-0.020187207,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
246,-0.00333969,0.31880593,66,K66,128,-0.108433927,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
247,-0.000297936,0.63293815,28,K28,48,-0.186513721,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
248,-0.001379985,0.3996885,60,K60,16,0.173742882,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
249,0.000201545,0.50947005,36,K36,256,-0.122292524,1|3|6,"[-1,2,-1,2,-1,-1,2,-1,-1]"
250,-0.001987171,0.7698346,30,K30,32,0.037189588,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
251,-0.002898271,0.35011494,16,K16,4,0.174195076,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
252,-0.005029673,0.63958186,53,K53,64,0.03129036,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
253,-0.002339561,0.001528686,57,K57,2,-0.399475627,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
254,-4.74E-05,0.42952654,80,K80,48,-0.204788782,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
255,-0.000191651,0.6178535,48,K48,192,0.444601275,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
256,-0.0016437,0.064992175,82,K82,48,-0.417622239,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
257,-0.000473389,0.53197026,1,K01,8,0.266915007,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
258,-0.007167727,0.7631091,24,K24,64,-0.295730478,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
259,-0.002326399,0.35613483,12,K12,8,-0.014905717,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
260,0.00040419,0.5810221,47,K47,64,0.217255537,1|6|8,"[-1,2,-1,-1,-1,-1,2,-1,2]"
261,0.002858238,0.034224827,61,K61,16,-0.279385769,2|6|7,"[-1,-1,2,-1,-1,-1,2,2,-1]"
262,0.001990397,0.28466168,40,K40,128,0.198703672,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
263,-0.000208136,0.66220444,11,K11,8,-0.572355965,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
264,-0.007281802,0.07581961,29,K29,16,-0.081221434,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
265,0.000498766,0.630484,39,K39,96,-0.198093361,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
266,-0.001171598,0.97049403,11,K11,32,0.051167199,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
267,0.005965946,0.2896705,56,K56,64,0.137624828,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
268,0.001939676,0.62913144,29,K29,16,0.23450449,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
269,0.000583409,0.20763662,14,K14,256,0.223325726,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
270,4.80E-05,0.5040211,40,K40,96,-0.148085046,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
271,0.000818794,0.6125773,41,K41,128,-0.267528465,1|4|7,"[-1,2,-1,-1,2,-1,-1,2,-1]"
272,0.003033179,0.33280835,59,K59,192,0.051664078,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
273,0.003609738,0.6893389,35,K35,256,-0.180581117,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
274,-0.004470111,0.14308427,8,K08,192,-0.559062224,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
275,6.73E-06,0.4833194,11,K11,96,-0.577922897,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
276,0.001306746,0.8135054,74,K74,96,-0.159793412,4|5|6,"[-1,-1,-1,-1,2,2,2,-1,-1]"
277,-0.006403791,0.14534838,66,K66,2,-0.159367873,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
278,-0.000224151,0.5697131,58,K58,128,-0.043847071,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
279,-0.006910834,0.8156329,6,K06,1,-0.016097142,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
280,-0.003711009,0.33870798,0,K00,256,-0.448628773,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
281,-0.000813659,0.61340094,69,K69,1,0.005419306,3|5|7,"[-1,-1,-1,2,-1,2,-1,2,-1]"
282,0.00235921,0.09611245,61,K61,2,-0.341353375,2|6|7,"[-1,-1,2,-1,-1,-1,2,2,-1]"
283,0.000286831,0.47237936,27,K27,8,0.037861534,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
284,-0.005519292,0.96122974,80,K80,32,-0.071519846,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
285,-0.002811366,0.30156404,30,K30,16,0.311075314,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
286,-0.00430994,0.6939836,57,K57,256,0.022747667,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
287,-0.002955584,0.011699975,18,K18,4,-0.195435186,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
288,0.000360534,0.4278833,25,K25,256,-0.125592182,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
289,0.00354718,0.766988,71,K71,1,-0.05505328,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
290,-0.00781012,0.09774909,76,K76,2,0.072506205,4|5|8,"[-1,-1,-1,-1,2,2,-1,-1,2]"
291,-3.72E-05,0.5401082,83,K83,1,0.120865995,6|7|8,"[-1,-1,-1,-1,-1,-1,2,2,2]"
292,-0.001202812,0.97928536,71,K71,4,-0.270668561,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
293,0.004210625,0.35888824,15,K15,2,-0.304051008,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
294,0.000963649,0.57261735,73,K73,64,0.121788003,3|7|8,"[-1,-1,-1,2,-1,-1,-1,2,2]"
295,-1.32E-05,2.59E-36,52,K52,48,-0.052290669,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
296,-5.30E-06,0.46877217,35,K35,256,0.20342939,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
297,0.002539897,0.66573536,3,K03,2,0.06640736,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
298,-0.005226383,0.03832752,0,K00,192,0.358493373,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
299,0.000116603,0.6160473,33,K33,48,0.108233064,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
300,-0.000456217,1,27,K27,32,-0.338507186,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
301,-0.001122945,0.40520358,18,K18,256,-0.14636603,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
302,0.00024733,0.54494685,55,K55,96,0.089567953,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
303,0.001594037,0.2862643,53,K53,128,-0.295740695,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
304,6.82E-05,0.49914905,33,K33,64,-0.039321463,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
305,-0.006847813,0.9283583,17,K17,32,0.120547462,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
306,-0.004431844,0.22457874,54,K54,32,0.227369895,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
307,0.000276059,0.57590735,51,K51,128,0.170248185,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
308,1.72E-05,0.06265845,56,K56,8,-0.39875799,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
309,-0.00176567,0.35413253,80,K80,2,0.245142368,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
310,-0.000667241,0.6626125,30,K30,32,-0.248364357,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
311,0.005992418,0.25039378,21,K21,256,-0.014115946,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
312,0.000586007,0.5613905,59,K59,64,-0.229389132,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
313,-0.002382109,0.9837339,10,K10,128,0.193970175,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
314,0.000357159,0.40150815,11,K11,48,-0.044035234,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
315,-0.002844655,0.83406776,71,K71,128,0.030790333,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
316,-0.009650678,0.15266207,82,K82,192,0.078734262,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
317,-0.000168906,0.46566728,4,K04,1,-0.041612182,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
318,0.001102542,0.80599684,40,K40,96,-0.175329812,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
319,-0.002283073,0.16272928,62,K62,48,0.318859093,2|6|8,"[-1,-1,2,-1,-1,-1,2,-1,2]"
320,-0.00729658,0.93387276,79,K79,2,0.11967384,4|7|8,"[-1,-1,-1,-1,2,-1,-1,2,2]"
321,-0.004085255,0.98084915,74,K74,96,0.165163261,4|5|6,"[-1,-1,-1,-1,2,2,2,-1,-1]"
322,-0.000486493,0.37549925,19,K19,64,-0.438636425,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
323,-0.000711213,0.67050403,11,K11,256,-0.495741973,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
324,0.002730207,0.2871324,7,K07,256,0.37784016,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
325,1.38E-05,0.5124815,43,K43,128,0.149951595,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
326,-0.006753509,0.74881446,66,K66,256,-0.442441756,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
327,-0.004925687,0.027540438,81,K81,4,0.077186349,5|6|8,"[-1,-1,-1,-1,-1,2,2,-1,2]"
328,0.000543812,0.68265283,18,K18,2,-0.003010947,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
329,-0.00393576,0.012648461,12,K12,256,-0.258685884,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
330,-0.000561289,0.4431398,46,K46,4,-0.126327197,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
331,-0.00027114,0.69739395,70,K70,192,0.409926683,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
332,-0.005688563,0.3041052,32,K32,16,-0.196158113,1|2|7,"[-1,2,2,-1,-1,-1,-1,2,-1]"
333,6.99E-05,0.5540157,56,K56,32,0.088857547,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
334,-0.002456001,0.9388683,56,K56,2,-0.21826274,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
335,-0.00112804,0.44038528,6,K06,32,-0.390814732,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
336,0.001008787,0.62799156,6,K06,64,0.550203494,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
337,0.00095524,0.15486833,14,K14,8,0.134141611,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
338,3.25E-05,0.4982981,51,K51,64,-0.141323099,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
339,-0.001631697,0.8077269,77,K77,8,-0.115350256,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
340,0.000624063,0.23522136,37,K37,8,-0.093872711,1|3|7,"[-1,2,-1,2,-1,-1,-1,2,-1]"
341,-3.94E-05,0.5538093,5,K05,8,-0.281002484,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
342,0.000339185,0.1111691,78,K78,96,0.074390038,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
343,-3.02E-05,0.44812876,29,K29,8,0.118358516,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
344,0.005110682,0.7307572,67,K67,2,-0.133156121,3|4|8,"[-1,-1,-1,2,2,-1,-1,-1,2]"
345,0.002795718,0.14547582,2,K02,96,-0.045641901,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
346,4.73E-05,0.51333725,17,K17,256,-0.343764819,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
347,0.004968692,0.9143371,21,K21,8,0.025793786,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
348,0.000531159,0.36192662,1,K01,2,-0.505276514,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
349,-0.003068174,0.735016,17,K17,4,-0.060116626,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
350,-0.006245689,0.017233334,48,K48,96,0.310375831,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
351,-0.0032797,0.24379718,66,K66,4,-0.1034772,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
352,-0.002502023,0.6805652,21,K21,96,0.610430266,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
353,0.00083147,0.28127983,6,K06,1,-0.295954521,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
354,-0.001409167,0.64786756,31,K31,16,-0.094098338,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
355,-0.000488609,1,9,K09,128,-0.040022948,0|2|5,"[2,-1,2,-1,-1,2,-1,-1,-1]"
356,0.000155344,0.4361734,77,K77,128,0.185022427,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
357,-0.004535067,0.81166804,45,K45,96,0.252802562,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
358,-0.00146791,0.033795882,59,K59,2,0.008626638,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
359,4.82E-05,0.49986285,16,K16,32,-0.392843156,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
360,-0.003905631,0.9537477,39,K39,8,0.307595231,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
361,-0.005182654,0.014720298,43,K43,8,0.123390873,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
362,0.00136331,0.69601274,59,K59,2,0.159532521,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
363,-0.003009927,0.000734848,4,K04,64,-0.41021746,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
364,-0.000445729,0.4203229,31,K31,32,0.079944241,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
365,0.002413123,0.7621417,15,K15,4,-0.073946561,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
366,-0.009752216,0.113281935,77,K77,1,0.194632097,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
367,-0.000339108,0.5865129,28,K28,8,0.376308432,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
368,0.000964134,0.8780927,66,K66,16,-0.236325004,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
369,-0.001478741,0.340601,60,K60,128,-0.061321914,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
370,7.29E-05,0.62997484,5,K05,64,-0.028176273,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
371,0.003097234,0.06859616,69,K69,8,-0.219704399,3|5|7,"[-1,-1,-1,2,-1,2,-1,2,-1]"
372,0.00029392,0.4492888,32,K32,128,0.091724891,1|2|7,"[-1,2,2,-1,-1,-1,-1,2,-1]"
373,0.002333202,0.8694669,15,K15,32,0.084160505,0|3|6,"[2,-1,-1,2,-1,-1,2,-1,-1]"
374,0.004409095,0.26122543,65,K65,256,-0.24679215,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
375,-0.002640171,0.6997296,42,K42,1,-0.240667874,1|4|8,"[-1,2,-1,-1,2,-1,-1,-1,2]"
376,-0.005305696,0.025786836,42,K42,2,0.02377934,1|4|8,"[-1,2,-1,-1,2,-1,-1,-1,2]"
377,0.000286758,0.43158916,71,K71,192,-0.457401842,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
378,-0.001397497,0.64861983,1,K01,4,0.037195304,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
379,-0.003895473,0.24766937,44,K44,16,0.166067953,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
380,9.51E-05,0.504512,30,K30,16,0.165486472,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
381,-0.005802269,0.869778,66,K66,48,-0.256365434,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
382,-0.001245158,0.29211724,8,K08,96,0.386626283,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
383,0.000687462,0.5875781,71,K71,16,0.455584247,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
384,-0.001549197,0.050470836,12,K12,4,-0.295658328,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
385,-0.000536876,0.4005719,27,K27,32,0.377477765,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
386,-0.001061121,0.6691079,70,K70,192,0.281951973,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
387,-0.006561816,0.2615834,51,K51,192,0.186389355,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
388,-0.000294078,0.57308644,78,K78,192,-0.200988848,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
389,-0.001301212,0.9055831,45,K45,48,0.219277398,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
390,-0.001311035,0.22395894,50,K50,48,-0.277135975,2|3|5,"[-1,-1,2,2,-1,2,-1,-1,-1]"
391,0.001926859,0.6893657,17,K17,8,-0.003421021,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
392,0.003310966,0.18059988,63,K63,64,0.181283884,2|7|8,"[-1,-1,2,-1,-1,-1,-1,2,2]"
393,5.12E-05,0.49530542,60,K60,1,0.112327737,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
394,-0.001552771,0.6166807,56,K56,8,-0.071235189,2|4|7,"[-1,-1,2,-1,2,-1,-1,2,-1]"
395,0.001057384,0.40320066,73,K73,2,0.085049762,3|7|8,"[-1,-1,-1,2,-1,-1,-1,2,2]"
396,-0.003356297,0.70202065,3,K03,8,-0.030182839,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
397,-0.004749904,0.002397382,3,K03,8,0.067089183,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
398,0.000478066,0.42452016,44,K44,8,-0.176998285,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
399,0.00044985,0.85044146,80,K80,16,-0.271423069,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
400,0.006180242,0.13025215,34,K34,256,-0.126590223,1|3|4,"[-1,2,-1,2,2,-1,-1,-1,-1]"
401,-1.87E-06,0.53959167,4,K04,2,-0.284664499,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
402,-0.001859988,0.9997345,17,K17,8,0.269195604,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
403,-0.001501755,0.3080866,33,K33,1,0.611768053,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
404,-0.001720367,0.94766366,49,K49,2,0.166141131,2|3|4,"[-1,-1,2,2,2,-1,-1,-1,-1]"
405,0.007666967,0.19215468,6,K06,64,0.280221406,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
406,0.000842168,0.41865203,24,K24,64,-0.239954526,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
407,-0.005813457,0.8804502,31,K31,2,-0.024694801,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
408,0.003116332,0.2881509,25,K25,256,-0.254692063,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
409,-0.000590284,0.57881594,47,K47,4,0.158024743,1|6|8,"[-1,2,-1,-1,-1,-1,2,-1,2]"
410,-0.00052709,0.99168533,80,K80,48,0.034555806,5|6|7,"[-1,-1,-1,-1,-1,2,2,2,-1]"
411,0.001702682,0.18238682,42,K42,64,-0.226903103,1|4|8,"[-1,2,-1,-1,2,-1,-1,-1,2]"
412,-0.002553894,0.70707285,59,K59,32,0.337093565,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
413,-0.001183718,0.05054259,29,K29,96,-0.000792305,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
414,3.09E-05,0.50293016,75,K75,192,0.18984635,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
415,-0.00504228,0.8962675,43,K43,2,0.216614397,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
416,-0.000127383,0.40326744,54,K54,128,0.340560926,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
417,-0.000172831,0.6644367,58,K58,2,0.306819092,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
418,-0.000886516,8.18E-12,66,K66,96,0.014811247,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
419,-0.000110744,0.4158295,55,K55,96,-0.048588151,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
420,0.00431588,0.6761944,8,K08,8,-0.147289863,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
421,0.002482089,0.3323935,12,K12,256,-0.245185805,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
422,-6.25E-05,0.5630176,76,K76,1,0.406024439,4|5|8,"[-1,-1,-1,-1,2,2,-1,-1,2]"
423,-0.000372614,0.9619688,46,K46,192,-0.137705225,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
424,0.002990192,0.32267985,1,K01,64,0.319290669,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
425,0.003677041,0.8027967,5,K05,96,-0.213564861,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
426,0.004729071,0.07795344,33,K33,48,-0.181600663,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
427,6.02E-05,0.4940812,53,K53,96,0.206892006,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
428,-4.49E-05,0.772694,4,K04,192,-0.061518277,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
429,0.001549842,0.17948578,3,K03,256,-0.212646927,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
430,-0.00060317,0.62747663,62,K62,96,0.346622193,2|6|8,"[-1,-1,2,-1,-1,-1,2,-1,2]"
431,-0.001553243,1.35E-08,46,K46,32,-0.327770516,1|6|7,"[-1,2,-1,-1,-1,-1,2,2,-1]"
432,0.000293798,0.35193783,75,K75,8,-0.220917021,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
433,0.002763863,0.9165046,19,K19,96,0.122797745,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
434,0.000621828,0.26445517,77,K77,2,0.314214914,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
435,-3.06E-05,0.52501124,4,K04,96,-0.040052991,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
436,-0.003641561,0.9602106,55,K55,4,-0.2345606,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
437,0.000214488,0.4319332,40,K40,2,0.476615253,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
438,0.000742276,0.6312429,20,K20,32,-0.039995959,0|4|7,"[2,-1,-1,-1,2,-1,-1,2,-1]"
439,-0.001298628,0.122900605,25,K25,256,-0.189804376,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
440,6.94E-05,0.35416546,66,K66,4,-0.016573854,3|4|7,"[-1,-1,-1,2,2,-1,-1,2,-1]"
441,-0.000199012,0.6902245,4,K04,96,0.229297305,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
442,0.003770291,0.2887943,31,K31,4,-0.699282281,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
443,1.21E-05,0.5776491,65,K65,192,-0.289254085,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
444,-0.000963243,0.85058695,17,K17,32,0.120817239,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
445,0.00229712,0.37272242,19,K19,256,0.07966998,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
